latitude,longitude,severity,type,timestamp
17.291760,78.364547,1,Assault,2024-12-08T05:00:00
28.788283,77.131621,3,Robbery,2024-12-26T12:00:00
13.020277,77.604290,8,Harassment,2024-05-25T22:00:00
18.469066,73.894224,4,Assault,2024-12-25T01:00:00
12.951649,80.284176,7,Burglary,2024-10-22T03:00:00
13.090780,80.205821,7,Theft,2024-09-25T05:00:00
18.572174,73.818551,10,Assault,2024-09-27T06:00:00
22.569240,88.374511,1,Robbery,2024-06-07T19:00:00
19.167238,72.887268,3,Robbery,2024-05-25T14:00:00
28.713114,77.169245,5,Vandalism,2024-04-04T04:00:00
17.487063,78.584162,6,Assault,2024-04-21T04:00:00
22.540117,88.371725,6,Burglary,2024-07-21T12:00:00
13.199139,80.377621,4,Theft,2024-09-05T16:00:00
13.125644,80.310703,5,Burglary,2024-12-23T21:00:00
12.991260,77.578074,10,Harassment,2024-06-06T09:00:00
18.501443,73.963239,2,Assault,2024-05-09T14:00:00
28.851197,77.162705,8,Harassment,2024-07-01T04:00:00
13.032833,80.194412,1,Theft,2024-08-08T12:00:00
12.967785,77.594090,2,Harassment,2024-03-17T01:00:00
13.020480,77.586105,4,Vandalism,2024-08-15T01:00:00
22.632942,88.380775,10,Burglary,2024-03-28T07:00:00
28.605615,77.049320,9,Burglary,2024-06-17T04:00:00
19.121035,72.940796,10,Theft,2024-09-11T11:00:00
22.637295,88.320321,6,Burglary,2024-10-04T11:00:00
17.398405,78.481709,3,Harassment,2024-10-25T04:00:00
13.056296,80.234451,2,Vandalism,2024-01-19T06:00:00
13.025013,77.631107,3,Assault,2024-05-15T14:00:00
13.094750,80.317143,5,Burglary,2024-11-13T23:00:00
22.590225,88.380544,8,Vandalism,2024-10-06T11:00:00
13.113074,80.296105,2,Burglary,2024-11-26T04:00:00
28.743081,77.159811,1,Harassment,2024-06-28T11:00:00
19.060705,72.870065,6,Vandalism,2024-02-22T18:00:00
18.559008,73.856881,2,Theft,2024-09-18T04:00:00
13.040605,80.273757,8,Vandalism,2024-03-20T00:00:00
12.948843,77.540713,6,Harassment,2024-10-04T06:00:00
12.956423,77.594893,9,Vandalism,2024-11-03T07:00:00
19.114691,72.824138,2,Theft,2024-08-23T18:00:00
18.598667,73.877783,6,Robbery,2024-08-14T00:00:00
12.924359,77.570717,9,Harassment,2024-11-11T08:00:00
12.988866,77.635857,4,Theft,2024-03-28T02:00:00
22.552353,88.337169,10,Assault,2024-02-13T14:00:00
19.153635,72.840965,4,Burglary,2024-02-18T18:00:00
13.103013,80.280568,5,Assault,2024-01-19T09:00:00
22.632631,88.387509,8,Harassment,2024-08-12T11:00:00
13.107972,80.274213,6,Harassment,2024-01-14T02:00:00
22.610250,88.265768,2,Robbery,2024-06-05T22:00:00
17.419499,78.463378,5,Burglary,2024-08-07T23:00:00
18.498355,73.791626,10,Robbery,2024-06-11T22:00:00
13.010108,77.677250,8,Burglary,2024-09-04T05:00:00
19.068798,72.851305,1,Theft,2024-10-05T23:00:00
28.649612,77.209949,5,Assault,2024-06-22T18:00:00
19.125724,72.836520,4,Vandalism,2024-03-09T19:00:00
22.622047,88.323194,5,Harassment,2024-08-24T13:00:00
12.987620,77.609453,7,Robbery,2024-10-21T15:00:00
19.034909,72.890480,6,Robbery,2024-03-05T02:00:00
12.907127,77.482460,6,Assault,2024-12-12T21:00:00
13.058468,80.330326,4,Assault,2024-07-06T15:00:00
22.510070,88.432771,2,Burglary,2024-03-18T21:00:00
22.580420,88.391986,10,Theft,2024-01-26T22:00:00
17.388103,78.503517,2,Theft,2024-06-02T03:00:00
13.006788,77.621119,2,Burglary,2024-05-21T16:00:00
13.017793,77.628774,10,Vandalism,2024-11-02T11:00:00
18.501009,73.895281,1,Harassment,2024-06-10T03:00:00
18.516695,73.956722,10,Burglary,2024-05-09T20:00:00
17.354964,78.526557,10,Theft,2024-06-18T13:00:00
28.669661,77.277635,4,Theft,2024-06-06T21:00:00
13.066315,80.271102,4,Vandalism,2024-09-22T09:00:00
28.709874,77.088795,8,Theft,2024-08-12T06:00:00
17.407690,78.468653,7,Vandalism,2024-12-01T15:00:00
17.300590,78.422046,8,Burglary,2024-02-07T17:00:00
18.559539,73.893933,8,Burglary,2024-01-24T12:00:00
19.067389,72.908159,6,Assault,2024-06-07T18:00:00
12.974893,77.514188,4,Theft,2024-08-24T07:00:00
18.485239,73.878880,10,Robbery,2024-11-17T00:00:00
28.736286,77.046784,3,Robbery,2024-09-15T22:00:00
18.523067,73.964638,4,Assault,2024-08-15T01:00:00
18.539315,73.862461,10,Robbery,2024-05-07T22:00:00
18.517802,73.774185,4,Theft,2024-02-02T07:00:00
18.527211,73.842777,5,Robbery,2024-09-17T20:00:00
13.126631,80.230034,3,Vandalism,2024-05-18T04:00:00
17.339280,78.398556,1,Burglary,2024-11-19T09:00:00
13.115462,80.294089,9,Theft,2024-12-06T17:00:00
13.050165,80.345293,10,Theft,2024-02-27T11:00:00
13.178656,80.157805,8,Theft,2024-07-08T05:00:00
28.623474,77.133889,9,Burglary,2024-12-13T09:00:00
22.553625,88.393372,9,Assault,2024-01-17T16:00:00
13.154795,80.158957,8,Theft,2024-11-13T03:00:00
18.983922,72.878532,10,Harassment,2024-07-11T10:00:00
22.509176,88.410753,10,Vandalism,2024-05-01T01:00:00
28.626710,77.210975,4,Burglary,2024-03-26T03:00:00
18.474862,73.847888,3,Vandalism,2024-07-21T19:00:00
18.476715,73.799935,10,Assault,2024-11-14T07:00:00
12.903906,77.590052,3,Vandalism,2024-11-21T20:00:00
12.940468,77.596208,6,Theft,2024-03-12T20:00:00
17.475581,78.370418,4,Theft,2024-01-06T15:00:00
13.059049,80.300593,2,Harassment,2024-07-07T04:00:00
12.918622,77.714242,3,Harassment,2024-02-13T01:00:00
18.514870,73.840309,8,Vandalism,2024-02-13T20:00:00
13.083599,80.293321,2,Assault,2024-02-21T03:00:00
17.365338,78.477733,4,Harassment,2024-04-10T21:00:00
13.135378,80.281714,3,Burglary,2024-05-26T00:00:00
28.759074,77.069761,8,Vandalism,2024-11-17T20:00:00
22.583792,88.308788,10,Assault,2024-02-09T08:00:00
19.099118,72.985704,8,Assault,2024-01-28T18:00:00
13.101054,80.277505,1,Theft,2024-02-19T01:00:00
13.115337,80.269497,7,Harassment,2024-10-03T13:00:00
17.319203,78.379902,10,Burglary,2024-12-20T23:00:00
28.687803,77.055148,2,Harassment,2024-06-08T22:00:00
22.668888,88.291026,2,Vandalism,2024-06-25T14:00:00
13.098724,80.312409,10,Assault,2024-11-16T09:00:00
28.823739,77.181624,2,Assault,2024-12-13T02:00:00
18.922117,72.919877,1,Assault,2024-06-04T19:00:00
18.555279,73.881379,3,Robbery,2024-08-24T07:00:00
17.516890,78.540180,3,Vandalism,2024-08-18T09:00:00
22.479119,88.282356,4,Assault,2024-12-12T10:00:00
13.100223,80.282679,2,Vandalism,2024-07-18T10:00:00
28.537284,77.078985,6,Vandalism,2024-07-17T23:00:00
13.063410,77.567658,7,Burglary,2024-07-08T03:00:00
19.116867,72.908473,3,Theft,2024-09-23T06:00:00
28.733626,77.010241,4,Robbery,2024-02-22T16:00:00
18.552497,73.880558,4,Assault,2024-04-20T00:00:00
18.995868,72.866374,10,Assault,2024-10-28T14:00:00
13.155678,80.247687,5,Vandalism,2024-06-07T01:00:00
22.661123,88.279430,4,Theft,2024-07-08T04:00:00
17.442543,78.513231,1,Theft,2024-11-10T20:00:00
22.655012,88.312388,5,Assault,2024-06-07T16:00:00
13.073835,80.300330,7,Vandalism,2024-03-10T09:00:00
22.635515,88.326000,10,Vandalism,2024-12-09T01:00:00
18.505248,73.806972,4,Harassment,2024-03-07T22:00:00
19.189767,72.946258,3,Robbery,2024-09-15T22:00:00
17.339775,78.462241,4,Robbery,2024-06-19T21:00:00
28.782684,77.019008,3,Assault,2024-01-14T19:00:00
28.773194,76.979736,8,Burglary,2024-01-21T00:00:00
18.974881,72.800070,6,Harassment,2024-10-07T19:00:00
22.529793,88.408837,8,Assault,2024-04-12T18:00:00
13.101757,80.301026,3,Harassment,2024-01-04T05:00:00
17.385003,78.581036,10,Robbery,2024-12-01T01:00:00
18.446733,73.848478,9,Robbery,2024-04-02T05:00:00
28.765836,77.177093,4,Burglary,2024-03-28T10:00:00
19.134026,72.803118,10,Harassment,2024-06-10T08:00:00
17.414204,78.422719,8,Burglary,2024-12-12T04:00:00
19.128002,72.929834,2,Vandalism,2024-09-01T22:00:00
28.720160,77.052424,7,Burglary,2024-06-17T16:00:00
19.073035,72.916109,7,Robbery,2024-12-27T19:00:00
13.156295,80.231022,6,Burglary,2024-09-09T21:00:00
22.485754,88.388722,1,Harassment,2024-08-02T13:00:00
13.002004,80.254748,6,Assault,2024-07-24T06:00:00
22.581284,88.404783,3,Burglary,2024-04-21T23:00:00
19.052280,72.956668,10,Robbery,2024-01-17T05:00:00
22.533727,88.396875,8,Harassment,2024-09-02T15:00:00
17.436796,78.442775,6,Vandalism,2024-12-01T06:00:00
22.569855,88.355779,8,Harassment,2024-10-25T17:00:00
19.061410,72.889852,4,Harassment,2024-03-06T05:00:00
17.351942,78.408521,2,Vandalism,2024-11-20T10:00:00
18.506623,73.821640,7,Burglary,2024-04-08T15:00:00
22.485417,88.331161,8,Theft,2024-03-09T09:00:00
13.026779,77.640084,7,Harassment,2024-03-08T19:00:00
13.040173,80.292786,3,Vandalism,2024-02-20T17:00:00
12.967255,77.687733,4,Burglary,2024-02-25T22:00:00
18.632209,73.876297,9,Burglary,2024-12-13T03:00:00
22.644840,88.378224,10,Theft,2024-07-21T10:00:00
17.333153,78.470488,10,Burglary,2024-01-27T04:00:00
22.630058,88.327585,6,Theft,2024-05-13T04:00:00
17.391968,78.381080,9,Assault,2024-05-10T07:00:00
13.086919,80.290389,6,Robbery,2024-01-03T01:00:00
13.039845,80.287372,10,Harassment,2024-12-12T07:00:00
22.569949,88.355734,4,Harassment,2024-01-13T10:00:00
13.081223,80.311661,5,Assault,2024-07-08T17:00:00
18.512412,73.825092,1,Assault,2024-10-19T21:00:00
17.420593,78.510947,10,Robbery,2024-01-05T12:00:00
28.660085,77.129406,3,Robbery,2024-03-21T09:00:00
22.452924,88.439082,4,Theft,2024-06-12T01:00:00
22.573302,88.349842,3,Burglary,2024-05-19T11:00:00
18.479965,73.777618,4,Vandalism,2024-01-07T12:00:00
17.306954,78.442782,10,Harassment,2024-07-11T17:00:00
18.483052,73.842836,9,Vandalism,2024-02-22T08:00:00
22.651136,88.380872,6,Harassment,2024-09-18T10:00:00
22.660580,88.348880,10,Burglary,2024-12-17T08:00:00
18.470532,73.864984,3,Burglary,2024-04-19T09:00:00
13.019231,80.282525,8,Assault,2024-01-05T15:00:00
17.448222,78.478313,2,Theft,2024-04-21T21:00:00
13.018575,80.221258,8,Robbery,2024-07-23T22:00:00
19.090619,72.891052,5,Burglary,2024-10-16T23:00:00
19.153706,72.874744,3,Theft,2024-09-27T09:00:00
18.524473,73.856896,2,Robbery,2024-06-22T00:00:00
19.134887,72.858754,4,Assault,2024-06-18T04:00:00
13.060371,77.613976,3,Theft,2024-09-05T19:00:00
13.170603,80.287089,7,Robbery,2024-10-18T16:00:00
28.647652,77.015559,7,Burglary,2024-01-20T10:00:00
28.789293,77.031495,7,Assault,2024-10-27T21:00:00
13.068448,77.545946,6,Burglary,2024-06-28T19:00:00
13.119828,80.297718,5,Harassment,2024-11-16T11:00:00
12.937352,77.584733,8,Robbery,2024-02-05T14:00:00
13.071475,80.216408,3,Harassment,2024-08-06T21:00:00
13.021722,80.293280,10,Burglary,2024-09-19T19:00:00
17.357551,78.559593,2,Harassment,2024-06-01T08:00:00
17.342880,78.510718,4,Robbery,2024-07-22T15:00:00
13.014586,77.561948,8,Theft,2024-11-13T08:00:00
28.673359,77.153931,5,Theft,2024-05-19T15:00:00
22.630759,88.329671,4,Harassment,2024-01-15T08:00:00
13.071560,80.243673,7,Theft,2024-03-15T22:00:00
13.019202,77.610096,10,Harassment,2024-10-10T18:00:00
19.068061,72.936421,4,Vandalism,2024-01-25T18:00:00
28.790812,77.014467,9,Burglary,2024-09-06T23:00:00
19.121892,72.904217,4,Theft,2024-02-24T11:00:00
17.334180,78.540101,7,Vandalism,2024-04-13T13:00:00
13.105888,80.264705,7,Vandalism,2024-06-20T08:00:00
17.421085,78.499768,2,Theft,2024-08-03T01:00:00
28.659898,77.080312,9,Burglary,2024-03-22T09:00:00
22.550265,88.399036,9,Harassment,2024-03-28T10:00:00
18.536594,73.884405,9,Vandalism,2024-01-27T23:00:00
12.937848,77.573883,1,Harassment,2024-10-13T16:00:00
28.724504,77.157316,2,Robbery,2024-03-12T20:00:00
13.062034,80.303275,8,Burglary,2024-06-18T15:00:00
18.542453,73.802996,10,Burglary,2024-05-04T07:00:00
28.664859,77.159940,3,Burglary,2024-10-07T09:00:00
12.892179,77.511795,3,Robbery,2024-11-06T14:00:00
17.365087,78.373607,10,Burglary,2024-06-17T23:00:00
13.051919,80.260120,6,Robbery,2024-01-14T14:00:00
22.485850,88.406566,7,Robbery,2024-09-23T10:00:00
22.614441,88.320294,10,Theft,2024-10-01T23:00:00
17.371279,78.465213,8,Theft,2024-11-24T02:00:00
18.990903,72.842020,9,Harassment,2024-11-09T16:00:00
18.551334,73.867733,1,Robbery,2024-05-23T22:00:00
12.998059,77.525734,9,Theft,2024-10-26T11:00:00
17.347292,78.566237,4,Theft,2024-01-12T17:00:00
22.550255,88.421381,2,Assault,2024-04-01T00:00:00
12.884507,77.565340,7,Vandalism,2024-02-24T07:00:00
13.095351,80.244245,6,Vandalism,2024-03-21T00:00:00
12.956429,77.540163,5,Robbery,2024-02-12T18:00:00
17.537717,78.375135,9,Vandalism,2024-05-01T17:00:00
22.579178,88.345729,10,Theft,2024-10-05T00:00:00
12.875445,77.613618,2,Assault,2024-08-21T11:00:00
19.057789,72.813678,3,Assault,2024-09-25T03:00:00
17.494710,78.488288,3,Harassment,2024-10-03T04:00:00
19.098771,72.854951,7,Assault,2024-01-23T20:00:00
13.041056,80.358686,6,Robbery,2024-12-15T22:00:00
13.005374,80.226368,6,Vandalism,2024-08-13T22:00:00
13.180775,80.199737,3,Vandalism,2024-11-23T22:00:00
12.981797,77.523007,7,Burglary,2024-04-22T07:00:00
19.066576,72.955974,2,Theft,2024-06-23T03:00:00
19.081823,72.746373,8,Theft,2024-07-02T21:00:00
13.123585,80.268889,6,Vandalism,2024-05-03T05:00:00
22.618645,88.370440,8,Theft,2024-10-27T14:00:00
22.685672,88.278659,10,Assault,2024-11-27T16:00:00
18.484100,73.886920,2,Assault,2024-11-01T11:00:00
19.148483,72.794150,10,Burglary,2024-05-18T01:00:00
13.115021,80.262354,7,Assault,2024-11-11T08:00:00
22.542008,88.417708,1,Assault,2024-12-13T23:00:00
22.523722,88.459611,3,Harassment,2024-12-10T12:00:00
13.033870,77.528387,7,Burglary,2024-05-04T12:00:00
19.114993,72.951339,3,Robbery,2024-12-14T07:00:00
18.514152,73.861305,3,Vandalism,2024-07-02T23:00:00
22.634970,88.446404,2,Burglary,2024-08-10T04:00:00
12.919108,77.653514,7,Vandalism,2024-02-07T14:00:00
22.519562,88.359178,8,Robbery,2024-12-05T02:00:00
22.563840,88.418742,10,Theft,2024-11-20T20:00:00
17.437795,78.463863,4,Burglary,2024-07-27T04:00:00
12.928506,77.604548,7,Robbery,2024-05-25T17:00:00
28.852097,77.206593,7,Harassment,2024-06-01T22:00:00
18.554220,73.872832,7,Harassment,2024-11-05T19:00:00
19.161738,72.961688,6,Vandalism,2024-11-15T21:00:00
18.533838,73.772601,1,Robbery,2024-08-07T16:00:00
28.727578,77.209625,2,Harassment,2024-09-24T03:00:00
12.982129,77.561030,1,Harassment,2024-05-08T13:00:00
19.097235,72.821039,10,Burglary,2024-11-24T15:00:00
28.765554,77.129878,3,Assault,2024-09-24T10:00:00
13.067028,80.329010,4,Harassment,2024-04-01T18:00:00
19.121428,72.901647,7,Assault,2024-07-15T19:00:00
12.968930,77.572058,7,Robbery,2024-02-09T21:00:00
22.653288,88.391680,5,Vandalism,2024-01-07T00:00:00
12.997949,77.581314,10,Burglary,2024-07-18T06:00:00
13.137892,80.268915,7,Assault,2024-09-07T09:00:00
17.231161,78.469015,6,Theft,2024-12-14T06:00:00
28.943850,77.253089,8,Harassment,2024-09-27T05:00:00
18.461013,73.849947,6,Robbery,2024-04-15T19:00:00
12.985853,77.568435,3,Harassment,2024-01-26T23:00:00
18.992858,72.864987,4,Robbery,2024-04-10T07:00:00
18.529573,73.889521,1,Robbery,2024-12-21T15:00:00
12.926639,77.622300,4,Burglary,2024-11-15T18:00:00
18.553468,73.851229,3,Harassment,2024-05-18T07:00:00
12.974444,77.604638,1,Robbery,2024-03-22T22:00:00
17.294944,78.471621,10,Vandalism,2024-12-05T22:00:00
13.160379,80.350603,2,Harassment,2024-06-07T09:00:00
13.045094,80.315093,8,Robbery,2024-11-08T05:00:00
28.615685,77.145076,3,Assault,2024-10-14T19:00:00
22.520850,88.387691,2,Theft,2024-12-01T08:00:00
22.567118,88.263686,1,Assault,2024-12-16T15:00:00
28.635708,77.036527,1,Theft,2024-08-11T00:00:00
19.093035,72.908974,5,Harassment,2024-06-14T11:00:00
13.000411,77.558499,10,Harassment,2024-12-22T21:00:00
18.471637,73.860213,9,Robbery,2024-09-01T16:00:00
13.167632,80.302523,1,Theft,2024-02-24T18:00:00
17.364332,78.512788,1,Harassment,2024-09-19T16:00:00
18.519577,73.839672,2,Harassment,2024-03-08T09:00:00
13.140977,80.187998,4,Burglary,2024-05-28T19:00:00
28.659916,76.867380,1,Robbery,2024-03-02T04:00:00
18.525525,73.830755,6,Harassment,2024-01-07T20:00:00
18.485894,73.839888,10,Assault,2024-10-02T08:00:00
17.452165,78.500136,3,Harassment,2024-03-07T05:00:00
17.439161,78.547648,10,Harassment,2024-09-27T08:00:00
12.969643,77.603503,4,Burglary,2024-11-21T07:00:00
22.544783,88.272128,10,Assault,2024-10-18T07:00:00
28.516822,77.144506,2,Harassment,2024-02-17T19:00:00
19.107574,72.911997,9,Robbery,2024-03-23T15:00:00
17.361949,78.403399,7,Robbery,2024-06-22T05:00:00
13.047339,80.326751,7,Harassment,2024-01-01T12:00:00
18.588674,73.876798,1,Theft,2024-01-04T09:00:00
18.508651,73.860891,1,Vandalism,2024-01-16T01:00:00
28.622794,77.254300,10,Robbery,2024-04-23T17:00:00
13.012420,80.330228,5,Burglary,2024-06-07T09:00:00
17.349244,78.482039,2,Vandalism,2024-09-09T10:00:00
22.542168,88.311306,4,Assault,2024-06-10T22:00:00
22.548194,88.363067,6,Theft,2024-04-06T04:00:00
13.044934,80.326396,10,Robbery,2024-11-23T13:00:00
22.558500,88.439052,5,Harassment,2024-09-21T16:00:00
12.970059,77.607453,3,Burglary,2024-11-20T04:00:00
18.531085,73.847324,8,Assault,2024-10-08T16:00:00
22.573706,88.383319,9,Harassment,2024-05-22T12:00:00
13.053314,80.187797,4,Vandalism,2024-09-15T03:00:00
22.467059,88.425663,3,Harassment,2024-03-02T07:00:00
13.089874,80.292967,10,Burglary,2024-01-21T15:00:00
13.070150,80.262483,10,Assault,2024-07-19T21:00:00
19.014084,72.887623,5,Theft,2024-10-14T05:00:00
28.532160,77.038128,4,Burglary,2024-05-09T08:00:00
28.792149,76.958255,6,Assault,2024-12-05T07:00:00
17.359338,78.591559,10,Assault,2024-10-10T20:00:00
18.438807,73.827848,8,Theft,2024-02-26T22:00:00
19.058140,73.000529,6,Assault,2024-02-25T02:00:00
19.029226,72.927811,6,Burglary,2024-06-24T11:00:00
19.073108,72.912852,10,Burglary,2024-03-21T01:00:00
13.010733,77.491148,6,Theft,2024-09-10T23:00:00
28.611262,77.167260,7,Harassment,2024-03-18T02:00:00
13.045715,80.263017,2,Burglary,2024-05-15T04:00:00
19.123694,72.890086,6,Burglary,2024-04-11T00:00:00
28.818305,77.057251,10,Harassment,2024-05-26T22:00:00
12.953479,77.610438,2,Burglary,2024-10-03T21:00:00
22.569612,88.417969,6,Assault,2024-06-02T00:00:00
17.361766,78.561369,8,Vandalism,2024-08-12T09:00:00
22.401799,88.341821,5,Burglary,2024-03-24T16:00:00
22.609541,88.374550,3,Robbery,2024-10-17T16:00:00
28.728955,77.062152,5,Vandalism,2024-02-11T04:00:00
22.566962,88.320275,7,Harassment,2024-10-23T02:00:00
22.575739,88.406420,8,Burglary,2024-04-13T10:00:00
17.366167,78.510006,4,Vandalism,2024-04-21T11:00:00
19.235755,72.897823,8,Assault,2024-07-21T14:00:00
12.912587,77.578672,1,Vandalism,2024-12-21T09:00:00
19.035490,72.877071,9,Vandalism,2024-12-03T10:00:00
19.100424,72.762877,1,Theft,2024-09-27T00:00:00
28.747424,77.051748,6,Vandalism,2024-06-28T14:00:00
18.548939,73.864488,6,Robbery,2024-09-08T17:00:00
22.553626,88.382089,2,Theft,2024-04-06T15:00:00
18.528094,73.849282,8,Vandalism,2024-02-12T17:00:00
13.070877,80.302115,10,Harassment,2024-05-25T22:00:00
19.099829,72.888902,8,Theft,2024-09-27T09:00:00
17.450683,78.632919,6,Assault,2024-01-18T03:00:00
12.850471,77.672386,8,Assault,2024-09-18T06:00:00
19.114745,72.895896,9,Robbery,2024-09-06T11:00:00
12.977717,77.601613,5,Theft,2024-08-22T08:00:00
12.951577,77.620429,4,Assault,2024-09-06T01:00:00
19.148290,72.894720,10,Vandalism,2024-01-08T04:00:00
13.127225,80.249135,1,Vandalism,2024-05-25T11:00:00
13.072334,80.336759,5,Robbery,2024-09-21T12:00:00
13.071018,80.268966,8,Harassment,2024-10-20T03:00:00
13.015841,77.579926,5,Assault,2024-11-10T00:00:00
18.486007,73.854167,7,Harassment,2024-03-24T11:00:00
13.115629,80.311375,9,Vandalism,2024-07-17T05:00:00
22.564165,88.260153,5,Theft,2024-03-15T13:00:00
18.510176,73.854287,7,Vandalism,2024-03-01T18:00:00
13.022725,77.656714,10,Harassment,2024-08-13T18:00:00
18.521792,73.894481,6,Robbery,2024-05-09T21:00:00
22.535358,88.340155,10,Theft,2024-05-08T08:00:00
12.977533,77.640680,3,Burglary,2024-05-18T11:00:00
28.703940,77.019505,10,Robbery,2024-09-14T03:00:00
18.480434,73.799091,8,Assault,2024-06-01T07:00:00
12.930809,77.587019,10,Assault,2024-04-10T15:00:00
22.564314,88.350010,8,Robbery,2024-12-25T03:00:00
19.062002,72.857404,1,Assault,2024-04-16T18:00:00
17.315504,78.416346,8,Vandalism,2024-06-02T20:00:00
13.112165,80.300105,7,Theft,2024-10-13T19:00:00
19.048020,72.886744,4,Vandalism,2024-11-02T03:00:00
22.528733,88.311650,8,Theft,2024-03-28T23:00:00
18.534354,73.850088,2,Robbery,2024-01-03T02:00:00
28.681748,77.096878,9,Burglary,2024-06-09T14:00:00
22.576616,88.309687,4,Burglary,2024-04-04T00:00:00
28.642165,77.010106,9,Theft,2024-08-28T23:00:00
19.007855,72.870612,8,Harassment,2024-10-11T17:00:00
19.064950,72.735624,5,Robbery,2024-04-26T04:00:00
12.924733,77.599779,2,Robbery,2024-02-14T08:00:00
22.598249,88.353359,5,Theft,2024-06-17T01:00:00
12.915438,77.564090,5,Robbery,2024-03-05T22:00:00
19.191032,72.803247,4,Harassment,2024-07-28T12:00:00
19.003618,72.896459,9,Vandalism,2024-11-10T17:00:00
28.748862,76.950050,4,Vandalism,2024-10-28T21:00:00
22.575633,88.428372,4,Robbery,2024-03-18T09:00:00
28.714733,77.255322,10,Burglary,2024-12-16T18:00:00
18.458956,73.852630,4,Robbery,2024-07-04T10:00:00
28.639819,77.009885,3,Robbery,2024-11-04T10:00:00
18.524598,73.847734,10,Harassment,2024-01-18T19:00:00
18.569371,73.830409,4,Harassment,2024-12-10T10:00:00
12.862989,77.464704,3,Robbery,2024-09-24T18:00:00
17.444181,78.536971,7,Theft,2024-05-10T12:00:00
28.621581,77.067020,10,Harassment,2024-09-18T01:00:00
19.125912,72.943526,7,Burglary,2024-09-21T06:00:00
18.542457,73.814357,2,Robbery,2024-08-17T00:00:00
13.076478,80.260399,2,Assault,2024-01-25T15:00:00
22.626986,88.308603,9,Theft,2024-06-12T12:00:00
22.613816,88.283329,10,Harassment,2024-05-01T22:00:00
18.515626,73.914770,10,Burglary,2024-09-19T21:00:00
13.051561,77.593771,5,Burglary,2024-10-24T08:00:00
17.354650,78.474168,6,Burglary,2024-01-07T23:00:00
28.699166,77.117611,6,Harassment,2024-06-03T02:00:00
19.043382,72.954969,8,Assault,2024-12-03T09:00:00
13.002937,77.625309,3,Burglary,2024-05-01T17:00:00
17.390393,78.480622,4,Burglary,2024-02-06T21:00:00
19.014887,72.893516,10,Burglary,2024-02-12T18:00:00
17.418097,78.472789,9,Burglary,2024-09-05T19:00:00
12.925971,77.620583,8,Burglary,2024-09-03T01:00:00
19.088003,72.893122,8,Burglary,2024-07-20T08:00:00
18.557217,73.866753,3,Burglary,2024-12-10T00:00:00
19.042018,72.859016,2,Harassment,2024-06-24T17:00:00
28.695138,77.089076,4,Theft,2024-11-01T14:00:00
13.023688,77.549906,3,Burglary,2024-04-27T18:00:00
19.072803,72.790349,1,Vandalism,2024-05-16T14:00:00
18.959912,72.937484,2,Burglary,2024-02-07T05:00:00
13.115040,80.293042,3,Burglary,2024-02-17T22:00:00
13.132881,80.277237,3,Theft,2024-09-18T03:00:00
13.001281,80.307323,6,Burglary,2024-12-23T15:00:00
17.442631,78.459460,3,Robbery,2024-06-14T01:00:00
22.544677,88.386020,8,Theft,2024-03-17T09:00:00
19.047727,72.956956,8,Harassment,2024-05-06T03:00:00
18.535159,73.906439,10,Assault,2024-04-01T17:00:00
17.332326,78.449297,5,Harassment,2024-07-10T04:00:00
13.010587,77.629512,6,Assault,2024-12-19T04:00:00
18.475115,73.909345,6,Harassment,2024-12-14T10:00:00
28.627690,77.195652,4,Theft,2024-04-22T08:00:00
13.004035,77.644501,4,Burglary,2024-01-26T07:00:00
28.627174,77.155746,10,Harassment,2024-02-28T02:00:00
28.654970,77.098171,10,Robbery,2024-06-25T01:00:00
22.550453,88.407955,2,Vandalism,2024-06-09T04:00:00
18.561709,73.878186,7,Harassment,2024-11-21T00:00:00
19.083875,72.897912,2,Harassment,2024-07-23T15:00:00
13.061365,80.205382,1,Robbery,2024-12-19T20:00:00
19.118039,72.924227,5,Burglary,2024-04-05T12:00:00
19.080648,72.838767,5,Vandalism,2024-03-19T14:00:00
17.518642,78.508110,1,Robbery,2024-07-03T16:00:00
13.045231,80.335817,7,Vandalism,2024-10-03T06:00:00
28.741282,77.204867,6,Theft,2024-01-22T07:00:00
19.091627,72.829193,5,Burglary,2024-01-14T20:00:00
19.086295,72.905966,1,Harassment,2024-01-14T04:00:00
17.302518,78.545035,6,Harassment,2024-03-19T05:00:00
18.525061,73.823744,2,Assault,2024-08-17T21:00:00
18.559160,73.874458,9,Burglary,2024-04-09T23:00:00
22.503270,88.354168,10,Harassment,2024-12-21T22:00:00
18.504179,73.872353,4,Vandalism,2024-02-08T08:00:00
18.998225,72.905635,5,Burglary,2024-04-03T10:00:00
17.415533,78.488529,6,Theft,2024-09-16T02:00:00
18.495525,73.868843,2,Assault,2024-03-22T13:00:00
17.370014,78.523235,5,Burglary,2024-12-21T18:00:00
13.146660,80.282626,1,Burglary,2024-04-03T23:00:00
19.065813,72.663715,2,Theft,2024-02-07T17:00:00
12.805971,77.655286,9,Harassment,2024-11-22T20:00:00
17.401784,78.495684,10,Burglary,2024-08-06T09:00:00
28.912235,77.142197,4,Robbery,2024-07-12T05:00:00
13.183830,80.228428,7,Burglary,2024-05-19T22:00:00
12.946290,77.569164,9,Assault,2024-03-11T10:00:00
28.888914,77.191776,7,Burglary,2024-05-08T09:00:00
13.045522,77.611615,4,Burglary,2024-03-05T23:00:00
